pw_number,version,disaster_name,applicant_name,applicant_abbreviation,applicant_type,FEMA_branch,sector,category,pw_description,obligated_date,latest_payment _date,obligated_amount,disbursed_amount,cost_share,project_cost,last_update_date
PA-02-PR-4339-PW-06169,0,Hurricane Maria (4339),Aguada,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others","106886 - MAGM050 - Guaniquilla Park, Court of Las minas",09/28/2020,,374171,0,41575,415746,06/20/2023
PA-02-PR-4339-PW-06174,0,Hurricane Maria (4339),Salinas,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92296 - Salinas Public Recreational Square,08/23/2020,09/09/2020,32400,32400,3600,36000,06/20/2023
PA-02-PR-4339-PW-06175,0,Hurricane Maria (4339),Jayuya,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",115428 - Park - Plaza of Music - DI #670 & 675,09/24/2020,06/15/2023,302949,197325,33661,336610,06/20/2023
PA-02-PR-4339-PW-06176,0,Hurricane Maria (4339),Ciales,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",136391 - MCIA008 - Parcelas Segui & Pueblito Basketbal,10/04/2020,11/03/2020,87834,87834,9759,97593,06/20/2023
PA-02-PR-4339-PW-06180,0,Hurricane Maria (4339),Toa Alta,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",107097 - MTAM 083 Parque Villa Juventud,08/31/2020,09/20/2020,28507,28507,3167,31674,06/20/2023
PA-02-PR-4339-PW-06181,0,Hurricane Maria (4339),Salinas,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92480 - Salinas - Thematic Park,08/13/2020,04/19/2021,215755,51380,23973,239728,06/20/2023
PA-02-PR-4339-PW-06183,0,Hurricane Maria (4339),Salinas,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92286 - Famania Basketball and Baseball Sport Complex,04/01/2021,,1898614,0,210957,2109571,06/20/2023
PA-02-PR-4339-PW-06190,0,Hurricane Maria (4339),Mayagüez,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",109162 - (DI Coordinate Change) MMAY040 - Courts Facilities # 2,12/08/2020,,148152,0,16461,164613,06/20/2023
PA-02-PR-4339-PW-06192,0,Hurricane Maria (4339),Arroyo,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92164 - MARR-038-Baseball Park Barrio Yaurel,08/18/2020,09/01/2020,23733,23733,2637,26370,06/20/2023
PA-02-PR-4339-PW-06194,0,Hurricane Maria (4339),Toa Alta,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",131071 - MTAM 105 Various Parks and one Building in the,09/24/2020,,113217,0,12580,125797,06/20/2023
PA-02-PR-4339-PW-06195,0,Hurricane Maria (4339),Arroyo,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92174 - MARR-040'Softball Park Urb. San Antonio,08/25/2020,01/23/2023,173466,43367,19274,192740,06/20/2023
PA-02-PR-4339-PW-06206,0,Hurricane Maria (4339),Aguas Buenas,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",113937 - MABM004 - Basketball Court La Rampla Bo. Mulas,08/12/2020,08/25/2020,21153,21153,2350,23503,06/20/2023
PA-02-PR-4339-PW-06208,0,Hurricane Maria (4339),Juncos,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",134583 - Improved Project - MJUN100 Other Recreational Facilities,03/21/2021,08/25/2022,381806,95452,42423,424229,06/20/2023
PA-02-PR-4339-PW-06213,0,Hurricane Maria (4339),Carolina,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",97841 - MCAR285 Castellana Gardens Facilities,11/03/2020,,402688,0,44743,447431,06/20/2023
PA-02-PR-4339-PW-06216,0,Hurricane Maria (4339),Aguada,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",105957 - MAGM022 - Balneario Municipal Park,10/04/2020,,167703,0,18634,186337,06/20/2023
PA-02-PR-4339-PW-06218,0,Hurricane Maria (4339),Salinas,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others","92683 - Sector Playa/Playita Baseball Park, Basketball ",08/24/2020,09/14/2020,51933,51933,5770,57703,06/20/2023
PA-02-PR-4339-PW-06218,1,Hurricane Maria (4339),Salinas,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others","92683 - Sector Playa/Playita Baseball Park, Basketball ",11/28/2022,09/14/2020,1084186,0,120465,1204651,06/20/2023
PA-02-PR-4339-PW-06221,0,Hurricane Maria (4339),Arecibo,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",83864 - MARE029 - Ocean View,09/20/2020,01/20/2021,76949,76949,8550,85499,06/20/2023
PA-02-PR-4339-PW-06222,0,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others","92490 - GUAYABAL COMMUNITY CENTER, BASKETBALL COURT",09/02/2020,10/26/2022,271825,97409,30203,302028,06/20/2023
PA-02-PR-4339-PW-06222,1,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others","92490 - GUAYABAL COMMUNITY CENTER, BASKETBALL COURT",01/19/2022,10/26/2022,117809,0,13090,130899,06/20/2023
PA-02-PR-4339-PW-06225,0,Hurricane Maria (4339),Isabela,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",103600 - MISA033 - Community and Town Squares,10/06/2020,,193906,0,21545,215451,06/20/2023
PA-02-PR-4339-PW-06228,0,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92815 - BASKETBALL COURT AND TENNIS COURT URB. TOMAS CA,09/02/2020,,311570,0,34619,346189,06/20/2023
PA-02-PR-4339-PW-06228,1,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92815 - BASKETBALL COURT AND TENNIS COURT URB. TOMAS CA,01/18/2022,,41766,0,4641,46407,06/20/2023
PA-02-PR-4339-PW-06234,0,Hurricane Maria (4339),Isabela,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",99606 - MISA024 - Isabela Cemeteries,09/07/2020,,163005,0,18112,181117,06/20/2023
PA-02-PR-4339-PW-06239,0,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92838 - BASKETBALL COURT EXT. LA FE,09/02/2020,04/26/2022,10670,15859,1186,11856,06/20/2023
PA-02-PR-4339-PW-06239,1,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92838 - BASKETBALL COURT EXT. LA FE,01/19/2022,04/26/2022,5189,0,577,5766,06/20/2023
PA-02-PR-4339-PW-06241,0,Hurricane Maria (4339),Arecibo,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",102882 - Monumento de la Villa del Capitan Correa,09/16/2020,09/29/2020,22317,22317,2480,24797,06/20/2023
PA-02-PR-4339-PW-06246,0,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others","92113 - PASSIVE PARK DEL NIÑO, OLD ATHLETIC AND SKATEBO",09/16/2020,08/18/2022,1064122,569664,118236,1182358,06/20/2023
PA-02-PR-4339-PW-06246,1,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others","92113 - PASSIVE PARK DEL NIÑO, OLD ATHLETIC AND SKATEBO",01/24/2022,08/18/2022,1214534,0,134948,1349482,06/20/2023
PA-02-PR-4339-PW-06248,0,Hurricane Maria (4339),Cataño,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others","96987 - MCAT046 Parquesito (Calle 6, 26, 20)",09/13/2020,09/29/2020,10824,10824,1203,12027,06/20/2023
PA-02-PR-4339-PW-06250,0,Hurricane Maria (4339),Toa Alta,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",86864 - MTAM017 Parque de Pelota Piña y Cancha,09/13/2020,09/29/2020,73498,73498,8166,81664,06/20/2023
PA-02-PR-4339-PW-06253,0,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",113961 - Improved BASKETBALL COURT JACAGUAX and MR 47,09/02/2020,04/19/2023,16031,31876,1781,17812,06/20/2023
PA-02-PR-4339-PW-06253,1,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",113961 - Improved BASKETBALL COURT JACAGUAX and MR 47,01/19/2022,04/19/2023,15169,0,1686,16855,06/20/2023
PA-02-PR-4339-PW-06253,2,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",113961 - Improved BASKETBALL COURT JACAGUAX and MR 47,04/06/2023,04/19/2023,676,0,75,751,06/20/2023
PA-02-PR-4339-PW-06260,0,Hurricane Maria (4339),Cidra,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",95638 - MCID047 - Basketball Court Bo. Toita ,09/15/2020,09/29/2020,8420,8420,936,9356,06/20/2023
PA-02-PR-4339-PW-06262,0,Hurricane Maria (4339),Toa Alta,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",87017 - MTAM022 Cancha Sector Cuchilla,08/24/2020,09/09/2020,29089,29089,3232,32321,06/20/2023
PA-02-PR-4339-PW-06264,0,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",91974 - BASKETBALL COURT SANTA RITA III,09/02/2020,04/26/2022,18033,20198,2004,20037,06/20/2023
PA-02-PR-4339-PW-06264,1,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",91974 - BASKETBALL COURT SANTA RITA III,01/18/2022,04/26/2022,2164,0,240,2404,06/20/2023
PA-02-PR-4339-PW-06267,0,Hurricane Maria (4339),Toa Alta,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",87010 - MTAM020 Parque Pelota Toa Alta Heights,09/15/2020,09/29/2020,22392,22392,2488,24880,06/20/2023
PA-02-PR-4339-PW-06268,0,Hurricane Maria (4339),Salinas,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92717 - Salinas - Ventana al Mar Mirador del Caribe,01/12/2021,02/04/2021,10993,10993,1221,12214,06/20/2023
PA-02-PR-4339-PW-06272,0,Hurricane Maria (4339),Maunabo,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",91633 - MMAU041 Sport & Building Facilities Bo. Korea,11/11/2020,11/17/2022,496007,124002,55112,551119,06/20/2023
PA-02-PR-4339-PW-06273,0,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92879 - BASKETBALL COURT AND PASSIVE PARK URB. VILLA EL,09/24/2020,04/26/2022,17634,31567,1959,19593,06/20/2023
PA-02-PR-4339-PW-06273,1,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92879 - BASKETBALL COURT AND PASSIVE PARK URB. VILLA EL,01/13/2022,04/26/2022,13933,0,1548,15481,06/20/2023
PA-02-PR-4339-PW-06276,0,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92960 - BASKETBALL COURT VILLAS DEL SOL and PASSIVE PAR,06/30/2021,,145798,0,16200,161998,06/20/2023
PA-02-PR-4339-PW-06276,1,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92960 - BASKETBALL COURT VILLAS DEL SOL and PASSIVE PAR,01/19/2022,,102814,0,11424,114238,06/20/2023
PA-02-PR-4339-PW-06281,0,Hurricane Maria (4339),Salinas,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",93037 - MSAL085- Salinas Parque Pelota Comunidad San Fe,08/27/2020,10/17/2022,613036,439613,68115,681151,06/20/2023
PA-02-PR-4339-PW-06284,0,Hurricane Maria (4339),Gurabo,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",104717 - Bo. Masas,12/02/2020,01/19/2023,41098,41418,4566,45664,06/20/2023
PA-02-PR-4339-PW-06284,2,Hurricane Maria (4339),Gurabo,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",104717 - Bo. Masas,01/10/2023,01/19/2023,320,0,36,356,06/20/2023
PA-02-PR-4339-PW-06288,0,Hurricane Maria (4339),Toa Alta,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",107090 - MTAM 079 Villa Josco,11/01/2020,,763905,0,84878,848783,06/20/2023
PA-02-PR-4339-PW-06291,0,Hurricane Maria (4339),Barceloneta,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",97903 - P97903-DR4339PR-BARCELONETA-PARQUE DE BASEBALL,09/24/2020,,219101,0,24345,243446,06/20/2023
PA-02-PR-4339-PW-06292,0,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",110250 - BASKETBALL COURT SANTI,09/02/2020,04/26/2022,7741,75235,860,8601,06/20/2023
PA-02-PR-4339-PW-06292,1,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",110250 - BASKETBALL COURT SANTI,01/18/2022,04/26/2022,67494,0,7499,74993,06/20/2023
PA-02-PR-4339-PW-06293,0,Hurricane Maria (4339),Arecibo,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",83924 - MARE011 -Cancha Bo. Rio Arriba and Parque de Pe,09/20/2020,05/23/2023,346096,89631,38455,384551,06/20/2023
PA-02-PR-4339-PW-06298,0,Hurricane Maria (4339),Carolina,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",122034 - MCAR211 Extension El Comandante Recreational F,09/24/2020,10/12/2020,78265,78265,8696,86961,06/20/2023
PA-02-PR-4339-PW-06299,0,Hurricane Maria (4339),Carolina,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",127737 - MCAR137 Reparto Rosa Recreational Facilities,08/19/2020,09/01/2020,33120,33120,3680,36800,06/20/2023
PA-02-PR-4339-PW-06300,0,Hurricane Maria (4339),Gurabo,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",127177 - MGUR145-CANCHA BAJO TECHO RESIDENCIAL LUIS DEL,02/10/2021,,506922,0,56325,563247,06/20/2023
PA-02-PR-4339-PW-06302,0,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",93011 - BASKETBALL COURT CRISTINA,09/02/2020,04/26/2022,15209,17777,1690,16899,06/20/2023
PA-02-PR-4339-PW-06302,1,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",93011 - BASKETBALL COURT CRISTINA,01/19/2022,04/26/2022,2568,0,285,2853,06/20/2023
PA-02-PR-4339-PW-06303,0,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92804 - PROVINCIAS BASKETBALL COURT and BASEBALL PARK,10/15/2020,04/26/2022,8209,32530,912,9121,06/20/2023
PA-02-PR-4339-PW-06303,1,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92804 - PROVINCIAS BASKETBALL COURT and BASEBALL PARK,01/17/2022,04/26/2022,24321,0,2702,27023,06/20/2023
PA-02-PR-4339-PW-06305,0,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92673 - SABANA LLANA BASKETBALL COURT AND BASEBALL PARK,10/04/2020,02/06/2023,323558,161159,35951,359509,06/20/2023
PA-02-PR-4339-PW-06305,1,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92673 - SABANA LLANA BASKETBALL COURT AND BASEBALL PARK,01/23/2022,02/06/2023,321077,0,35675,356752,06/20/2023
PA-02-PR-4339-PW-06309,0,Hurricane Maria (4339),Salinas,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92566 - MSAL050- Basketball Court Comunidad Arcadio Mal,11/08/2020,11/29/2020,46563,46563,5174,51737,06/20/2023
PA-02-PR-4339-PW-06314,0,Hurricane Maria (4339),Vega Alta,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",94401 - MVAM031-Monte Rey Baseball park/Basketball cour,11/26/2020,12/16/2020,60844,60844,6760,67604,06/20/2023
PA-02-PR-4339-PW-06318,0,Hurricane Maria (4339),Canóvanas, ,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",103199 - MCAN010 La Central Community Facilities,11/11/2020,06/23/2022,652112,175274,72457,724569,06/20/2023
PA-02-PR-4339-PW-06318,2,Hurricane Maria (4339),Canóvanas, ,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",103199 - MCAN010 La Central Community Facilities,10/19/2021,06/23/2022,31500,0,3500,35000,06/20/2023
PA-02-PR-4339-PW-06318,3,Hurricane Maria (4339),Canóvanas, ,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",103199 - MCAN010 La Central Community Facilities,01/13/2022,06/23/2022,17482,0,1942,19424,06/20/2023
PA-02-PR-4339-PW-06321,0,Hurricane Maria (4339),Ciales,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",139377 - MCIA090 - Track & Field Athletic Park,10/01/2020,,497621,0,55291,552912,06/20/2023
PA-02-PR-4339-PW-06324,0,Hurricane Maria (4339),Aguada,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others","106888 - MAGM052 - Courts of Lagunas, Jaguey & Marias",09/20/2020,01/20/2021,20928,20928,2325,23253,06/20/2023
PA-02-PR-4339-PW-06328,0,Hurricane Maria (4339),Las Piedras,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",104416 - MLAP057-Luis H. Torres Park (Item #23/24),12/03/2020,06/13/2023,1594734,408452,177193,1771927,06/20/2023
PA-02-PR-4339-PW-06328,1,Hurricane Maria (4339),Las Piedras,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",104416 - MLAP057-Luis H. Torres Park (Item #23/24),08/01/2021,06/13/2023,39076,0,4342,43418,06/20/2023
PA-02-PR-4339-PW-06329,0,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92473 - BASKETBALL COURT SANTA RITA II,09/02/2020,04/26/2022,6560,41394,729,7289,06/20/2023
PA-02-PR-4339-PW-06329,1,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92473 - BASKETBALL COURT SANTA RITA II,01/18/2022,04/26/2022,34834,0,3870,38704,06/20/2023
PA-02-PR-4339-PW-06332,0,Hurricane Maria (4339),Guayama,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",77411 - 4339 - MGUA012 - Mini Coliseo Anexo Dr. Roque N,09/16/2020,09/05/2022,4430322,1107581,492258,4922580,06/20/2023
PA-02-PR-4339-PW-06342,0,Hurricane Maria (4339),Ciales,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",137384 - MCIA008 - Pesas Kids Park (Parque del Niño),10/08/2020,,1534341,0,170482,1704823,06/20/2023
PA-02-PR-4339-PW-06343,0,Hurricane Maria (4339),Naguabo,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",92152 - MNAG029 Sport Facilities Bo. Peña Pobre,09/07/2020,09/06/2022,225813,56453,25090,250903,06/20/2023
PA-02-PR-4339-PW-06344,0,Hurricane Maria (4339),Aguadilla,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",95924 - MAGU039 - Marbella Community,11/01/2020,11/12/2020,26105,26105,2901,29006,06/20/2023
PA-02-PR-4339-PW-06363,0,Hurricane Maria (4339),Gurabo,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",112649 - BO HATO NUEVO CANCHA BAJO TECHO and CENTRO COM,10/15/2020,11/01/2020,82923,82923,9214,92137,06/20/2023
PA-02-PR-4339-PW-06363,1,Hurricane Maria (4339),Gurabo,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",112649 - BO HATO NUEVO CANCHA BAJO TECHO and CENTRO COM,02/15/2023,11/01/2020,58105,0,6456,64561,06/20/2023
PA-02-PR-4339-PW-06369,0,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92008 - IMPROVED - BASEBALL PARK JACAGUAS,09/02/2020,08/18/2022,800586,324445,88954,889540,06/20/2023
PA-02-PR-4339-PW-06369,1,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92008 - IMPROVED - BASEBALL PARK JACAGUAS,01/18/2022,08/18/2022,17196,0,1911,19107,06/20/2023
PA-02-PR-4339-PW-06369,2,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92008 - IMPROVED - BASEBALL PARK JACAGUAS,07/14/2022,08/18/2022,480000,0,53333,533333,06/20/2023
PA-02-PR-4339-PW-06375,0,Hurricane Maria (4339),Naguabo,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",92253 - MNAG040 Sport Facilities Bo. Santiago & Lima,12/15/2020,01/12/2021,101404,101404,11267,112671,06/20/2023
PA-02-PR-4339-PW-06379,0,Hurricane Maria (4339),Aguada,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",106883 - MAGM047 - Espinar & Cruces Parks/Courts,10/04/2020,,331940,0,36882,368822,06/20/2023
PA-02-PR-4339-PW-06380,0,Hurricane Maria (4339),Cayey,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",114278 - LLighthouse of Polvorín & Court - Pueblo Ward,01/19/2021,,718102,0,79789,797891,06/20/2023
PA-02-PR-4339-PW-06389,0,Hurricane Maria (4339),Añasco,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",119835 - MANA0152-Plaza de Recreo José Adolfo Pesante/S,09/15/2020,09/29/2020,28169,28169,3130,31299,06/20/2023
PA-02-PR-4339-PW-06392,0,Hurricane Maria (4339),Guayanilla,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others","92828 - MGYM070 - (Rafaelito Ortiz park, Municipal Tran",04/04/2022,05/16/2023,1433839,358460,159315,1593154,06/20/2023
PA-02-PR-4339-PW-06397,0,Hurricane Maria (4339),Yauco,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",74242 - MYAU85 - Ovidio Millino Park,12/29/2020,,8746777,0,971864,9718641,06/20/2023
PA-02-PR-4339-PW-06400,0,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92470 BASKETBALL COURT SAN MARTIN I AND BASEBALL PARK ,09/21/2020,,324081,0,36009,360090,06/20/2023
PA-02-PR-4339-PW-06400,1,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92470 BASKETBALL COURT SAN MARTIN I AND BASEBALL PARK ,01/18/2022,,113665,0,12629,126294,06/20/2023
PA-02-PR-4339-PW-06401,0,Hurricane Maria (4339),Ponce,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92657 - MPON745 - Betances Sector Facilities,11/19/2020,12/09/2020,51446,51446,5716,57162,06/20/2023
PA-02-PR-4339-PW-06412,0,Hurricane Maria (4339),Naguabo,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",92278 - MNAG041 Sport Facilities Bo. Rio,07/05/2021,,942171,0,104686,1046857,06/20/2023
